Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
11/23/2016,09:11:00,MCP,"4th district, Wheaton",POSSESSING SUSPENDED LIC.,13911 BAUER DR,39.085065,-77.08801,No,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,GEO,4S,SILVER,Citation,10,Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.085065, -77.08801)"
11/23/2016,09:11:00,MCP,"4th district, Wheaton",OPERATING UNREGISTERED MOTOR VEHICLE,13911 BAUER DR,39.085065,-77.08801,Yes,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,1997,GEO,4S,SILVER,Citation,230,Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.085065, -77.08801)"
11/22/2016,21:35:00,MCP,"5th district, Germantown",FAILURE TO STOP AT STOP SIGN,BRINK RD/ SENECA CROSSING DR,39.181645,-77.2760233333,Yes,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,NISS,SU,BROWN,Citation,10,Transportation Article,No,BLACK,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,"(39.181645, -77.2760233333333)"
11/22/2016,23:12:00,MCP,"3rd district, Silver Spring",FAILURE TO STOP AT STOP SIGN,BROADBIRCH DR / PLUM ORCHARD DR,39.054655,-76.9578566667,No,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,HONDA,ACCORD,SILVER,Citation,12,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.054655, -76.9578566666667)"
11/23/2016,04:13:00,MCP,"4th district, Wheaton",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,GEORGIA/ HILDAROSE,39.0594833333,-77.0518916667,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,1998,HONDA,ACCORD,GREEN,Citation,45,Transportation Article,No,HISPANIC,M,CHANTILY,VA,MD,A - Marked Patrol,"(39.0594833333333, -77.0518916666667)"
11/23/2016,04:13:00,MCP,"4th district, Wheaton",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,GEORGIA/ HILDAROSE,39.0594833333,-77.0518916667,Yes,No,Yes,No,No,No,No,No,No,No,VA,02 - Automobile,1998,HONDA,ACCORD,GREEN,Citation,14,Transportation Article,No,HISPANIC,M,CHANTILY,VA,MD,A - Marked Patrol,"(39.0594833333333, -77.0518916666667)"
11/23/2016,04:13:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,GEORGIA/ HILDAROSE,39.0594833333,-77.0518916667,No,Yes,No,No,No,No,No,No,No,No,VA,02 - Automobile,1998,HONDA,ACCORD,GREEN,Citation,54,Transportation Article,No,HISPANIC,M,CHANTILY,VA,MD,A - Marked Patrol,"(39.0594833333333, -77.0518916666667)"
11/23/2016,04:13:00,MCP,"4th district, Wheaton",FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED,GEORGIA/ HILDAROSE,39.0594833333,-77.0518916667,Yes,No,Yes,No,No,No,No,No,No,No,VA,02 - Automobile,1998,HONDA,ACCORD,GREEN,Citation,90,Transportation Article,No,HISPANIC,M,CHANTILY,VA,MD,A - Marked Patrol,"(39.0594833333333, -77.0518916666667)"
11/23/2016,04:13:00,MCP,"4th district, Wheaton",FAILURE OF DRIVER TO DRIVE TO CURB UPON SIGNAL BY POLICE VEH.,GEORGIA/ HILDAROSE,39.0594833333,-77.0518916667,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,1998,HONDA,ACCORD,GREEN,Citation,87,Transportation Article,No,HISPANIC,M,CHANTILY,VA,MD,A - Marked Patrol,"(39.0594833333333, -77.0518916666667)"
11/22/2016,22:50:00,MCP,"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,405 N FREDERICK AVE,39.1462633333,-77.2039016667,No,Yes,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,1999,HOND,CIVIC,GREEN,Citation,19,Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1462633333333, -77.2039016666667)"
11/22/2016,22:50:00,MCP,"3rd district, Silver Spring",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,405 N FREDERICK AVE,39.1462633333,-77.2039016667,Yes,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,HOND,CIVIC,GREEN,Citation,12,Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1462633333333, -77.2039016666667)"
11/22/2016,22:50:00,MCP,"3rd district, Silver Spring",DRIVER FAILING TO GIVE TURN SIGNAL CONTINUOUSLY DURING LAST 100' OF TRAVEL BEFORE TURNING,405 N FREDERICK AVE,39.1462633333,-77.2039016667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,HOND,CIVIC,GREEN,Citation,10,Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1462633333333, -77.2039016666667)"
11/23/2016,01:09:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO STOP AT STOP SIGN LINE,WAYNE AVE / DALE DR,38.997355,-77.0214616667,Yes,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,RANGE ROVER,TK,BLACK,Citation,88,Transportation Article,No,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,"(38.997355, -77.0214616666667)"
11/23/2016,01:09:00,MCP,"3rd district, Silver Spring",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,WAYNE AVE / DALE DR,38.997355,-77.0214616667,No,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,RANGE ROVER,TK,BLACK,Citation,66,Transportation Article,No,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,"(38.997355, -77.0214616666667)"
11/23/2016,01:09:00,MCP,"3rd district, Silver Spring",FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,WAYNE AVE / DALE DR,38.997355,-77.0214616667,Yes,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,RANGE ROVER,TK,BLACK,Citation,44,Transportation Article,No,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,"(38.997355, -77.0214616666667)"
11/22/2016,23:33:00,MCP,"4th district, Wheaton",OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,NEW HAMPSHIRE AVE/ I-495,39.0175516667,-76.97702,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,TOYOTA,COROLLA,GRAY,Citation,32,Transportation Article,No,OTHER,M,SILVER SPRING,MD,MD,B - Unmarked Patrol,"(39.0175516666667, -76.97702)"
11/22/2016,23:01:00,MCP,"1st district, Rockville",PEDESTRIAN FAIL TO OBEY UPRAISED HAND SIGNAL,ROCKVILLE PIKE/ HALPINE RD,39.06163,-77.1240033333,Yes,Yes,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Citation,10,Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.06163, -77.1240033333333)"
11/23/2016,10:13:00,MCP,"3rd district, Silver Spring",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,SPRING ST. / COLESVILLE RD.,39.00578,-77.0222716667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,KIA,4S,GRAY,Citation,100,Transportation Article,No,WHITE,F,COCKEYSVILLE,MD,MD,A - Marked Patrol,"(39.00578, -77.0222716666667)"
11/23/2016,02:15:00,MCP,"5th district, Germantown",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,CLOPPER ROAD / FIRSTFIELD RD,,,No,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,JEEP,LAREDO,"GREEN, DK",Citation,10,Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,
11/23/2016,02:15:00,MCP,"5th district, Germantown",DRIVING WHILE IMPAIRED BY ALCOHOL,CLOPPER ROAD / FIRSTFIELD RD,,,Yes,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,JEEP,LAREDO,"GREEN, DK",Citation,33,Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,
11/22/2016,22:58:00,MCP,"2nd district, Bethesda",EXCEEDING MAXIMUM SPEED: 50 MPH IN A POSTED 30 MPH ZONE,EAST BOUND EAST WEST HWY/ EDGEVALE,38.9882,-77.0750516667,No,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,HONDA,CRV,MAROON,Citation,77,Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,Q - Marked Laser,"(38.9882, -77.0750516666667)"
11/22/2016,23:42:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,VEIRS MILL RD @  CONNECTICUT AVE,39.053665,-77.074145,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,NISSAN,ALTIMA,BLACK,Citation,45,Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.053665, -77.074145)"
11/22/2016,23:42:00,MCP,"4th district, Wheaton","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER TR 17-106, 26-204, 26-206, 27-103",VEIRS MILL RD @  CONNECTICUT AVE,39.053665,-77.074145,Yes,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,NISSAN,ALTIMA,BLACK,Citation,44,Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.053665, -77.074145)"
11/22/2016,23:42:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,VEIRS MILL RD @  CONNECTICUT AVE,39.053665,-77.074145,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,NISSAN,ALTIMA,BLACK,Citation,45,Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.053665, -77.074145)"
11/22/2016,23:42:00,MCP,"4th district, Wheaton",POSSESSING SUSPENDED LIC.,VEIRS MILL RD @  CONNECTICUT AVE,39.053665,-77.074145,Yes,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,NISSAN,ALTIMA,BLACK,Citation,76,Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.053665, -77.074145)"
11/22/2016,23:42:00,MCP,"4th district, Wheaton",POSSESSING REVOKED LIC.,VEIRS MILL RD @  CONNECTICUT AVE,39.053665,-77.074145,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,NISSAN,ALTIMA,BLACK,Citation,10,Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.053665, -77.074145)"
11/22/2016,23:42:00,MCP,"4th district, Wheaton",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,VEIRS MILL RD @  CONNECTICUT AVE,39.053665,-77.074145,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,NISSAN,ALTIMA,BLACK,Citation,30,Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.053665, -77.074145)"
11/22/2016,23:42:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,VEIRS MILL RD @  CONNECTICUT AVE,39.053665,-77.074145,Yes,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,NISSAN,ALTIMA,BLACK,Citation,20,Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.053665, -77.074145)"
11/23/2016,04:44:00,MCP,"2nd district, Bethesda",EXCEEDING MAXIMUM SPEED: 34 MPH IN A POSTED 25 MPH ZONE,OLD GEORGETOWN RD @ AUBURN AV,38.9882633333,-77.1000916667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,NISSAN,ROGUE,BLUE,Citation,30,Transportation Article,No,WHITE,M,CLARKSBURG,MD,MD,Q - Marked Laser,"(38.9882633333333, -77.1000916666667)"
11/23/2016,04:57:00,MCP,"2nd district, Bethesda",EXCEEDING MAXIMUM SPEED: 34 MPH IN A POSTED 25 MPH ZONE,OLD GEORGETOWN RD @ AUBURN AV,38.9876866667,-77.0992583333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,TOYT,COROLLA,GRAY,Citation,40,Transportation Article,No,HISPANIC,M,FREDERICK,MD,MD,Q - Marked Laser,"(38.9876866666667, -77.0992583333333)"
11/23/2016,05:09:00,MCP,"2nd district, Bethesda",EXCEEDING MAXIMUM SPEED: 34 MPH IN A POSTED 25 MPH ZONE,OLD GEORGETOWN RD @ AUBURN AV,38.988725,-77.1009433333,Yes,Yes,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,2014,TOYT,PRIUS,BLACK,Citation,50,Transportation Article,No,ASIAN,M,BETHESDA,MD,MD,Q - Marked Laser,"(38.988725, -77.1009433333333)"
11/23/2016,05:24:00,MCP,"2nd district, Bethesda",EXCEEDING MAXIMUM SPEED: 34 MPH IN A POSTED 25 MPH ZONE,OLD GEORGETOWN RD @ AUBURN AV,38.9883133333,-77.1002116667,No,No,No,No,No,No,No,No,No,No,VA,05 - Light Duty Truck,2016,FORD,F350,GRAY,Citation,43,Transportation Article,No,HISPANIC,M,WOODBRIDGE,VA,VA,Q - Marked Laser,"(38.9883133333333, -77.1002116666667)"
11/23/2016,05:40:00,MCP,"2nd district, Bethesda",EXCEEDING MAXIMUM SPEED: 34 MPH IN A POSTED 25 MPH ZONE,OLD GEORGETOWN RD @ AUBURN AV,38.9881416667,-77.1004316667,Yes,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,JEEP,GRAND CHEROKEE,SILVER,Citation,14,Transportation Article,No,WHITE,M,MONTGOMERY VILLAGE,MD,MD,Q - Marked Laser,"(38.9881416666667, -77.1004316666667)"
11/23/2016,05:53:00,MCP,"2nd district, Bethesda",EXCEEDING MAXIMUM SPEED: 34 MPH IN A POSTED 25 MPH ZONE,OLD GEORGETOWN RD @ AUBURN AV,38.988015,-77.09967,No,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,DODGE,CHARGER,GRAY,Citation,45,Transportation Article,No,BLACK,M,DISTRICT HEIGHTS,MD,MD,Q - Marked Laser,"(38.988015, -77.09967)"
11/23/2016,06:13:00,MCP,"2nd district, Bethesda",EXCEEDING MAXIMUM SPEED: 34 MPH IN A POSTED 25 MPH ZONE,OLD GEORGETOWN RD @ AUBURN AV,38.98797,-77.0996483333,No,No,No,No,No,No,No,No,No,No,DE,02 - Automobile,2004,BMW,330 XI,SILVER,Citation,17,Transportation Article,No,ASIAN,M,REHOBOTH BEACH,DE,DE,Q - Marked Laser,"(38.98797, -77.0996483333333)"
11/22/2016,23:52:00,MCP,"2nd district, Bethesda",EXCEEDING MAXIMUM SPEED: 55 MPH IN A POSTED 40 MPH ZONE,UNIVERSITY BLVD / NEWPORT MILL RD,39.034445,-77.0725166667,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2003,HYUNDIA,4D,WHITE,Citation,21,Transportation Article,No,WHITE,M,GERMANTOWN,MD,VA,A - Marked Patrol,"(39.034445, -77.0725166666667)"
11/22/2016,22:57:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,GEORGIA AVE/BLUERIDGE,39.04258,-77.05236,No,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,TOYOTA,COROLLA,GRAY,Citation,10,Transportation Article,No,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,"(39.04258, -77.05236)"
11/22/2016,22:57:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,GEORGIA AVE/BLUERIDGE,39.04258,-77.05236,Yes,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,TOYOTA,COROLLA,GRAY,Citation,100,Transportation Article,No,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,"(39.04258, -77.05236)"
11/22/2016,22:57:00,MCP,"4th district, Wheaton",FAILURE OF DRIVER TO DRIVE TO CURB UPON SIGNAL BY POLICE VEH.,GEORGIA AVE/BLUERIDGE,39.04258,-77.05236,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,TOYOTA,COROLLA,GRAY,Citation,21,Transportation Article,No,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,"(39.04258, -77.05236)"
11/22/2016,22:57:00,MCP,"4th district, Wheaton",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,GEORGIA AVE/BLUERIDGE,39.04258,-77.05236,Yes,Yes,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,2014,TOYOTA,COROLLA,GRAY,Citation,12,Transportation Article,No,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,"(39.04258, -77.05236)"
11/22/2016,22:57:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,GEORGIA AVE/BLUERIDGE,39.04258,-77.05236,Yes,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,TOYOTA,COROLLA,GRAY,Citation,20,Transportation Article,No,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,"(39.04258, -77.05236)"
11/22/2016,22:57:00,MCP,"4th district, Wheaton",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,GEORGIA AVE/BLUERIDGE,39.04258,-77.05236,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,TOYOTA,COROLLA,GRAY,Citation,10,Transportation Article,No,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,"(39.04258, -77.05236)"
11/22/2016,22:57:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,GEORGIA AVE/BLUERIDGE,39.04258,-77.05236,Yes,Yes,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,2014,TOYOTA,COROLLA,GRAY,Citation,21,Transportation Article,No,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,"(39.04258, -77.05236)"
11/22/2016,22:57:00,MCP,"4th district, Wheaton","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER TR 17-106, 26-204, 26-206, 27-103",GEORGIA AVE/BLUERIDGE,39.04258,-77.05236,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,TOYOTA,COROLLA,GRAY,Citation,32,Transportation Article,No,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,"(39.04258, -77.05236)"
11/23/2016,20:45:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,VEIRS MILL/UNIVERSITY BLVD,39.0404683333,-77.0560866667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,CHEVROLET,EXPRESS,WHITE,Citation,11,Transportation Article,No,HISPANIC,F,WHEATON,MD,MD,A - Marked Patrol,"(39.0404683333333, -77.0560866666667)"
11/23/2016,20:45:00,MCP,"4th district, Wheaton",FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,VEIRS MILL/UNIVERSITY BLVD,39.0404683333,-77.0560866667,Yes,Yes,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,2004,CHEVROLET,EXPRESS,WHITE,Citation,20,Transportation Article,No,HISPANIC,F,WHEATON,MD,MD,A - Marked Patrol,"(39.0404683333333, -77.0560866666667)"
11/23/2016,20:53:00,MCP,"4th district, Wheaton",OWNER KNOWINGLY PERMITTING MOTOR VEH. TO BE DRIVEN ON HWY. BY UNAUTHORIZED PERSON,UNIVERSITY/VEIRS MILL,39.0404683333,-77.0560866667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,CHEVROLET,EXPRESS,WHITE,Citation,12,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0404683333333, -77.0560866666667)"
11/23/2016,10:17:00,MCP,"3rd district, Silver Spring",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,SB NEW HAMPSHIRE @ JACKSON,39.0548566667,-76.9953083333,Yes,No,Yes,No,No,No,No,No,No,No,MD,03 - Station Wagon,2015,TOYOTA,HIGHLANDER,WHITE,Citation,20,Transportation Article,No,OTHER,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0548566666667, -76.9953083333333)"
11/23/2016,12:43:00,MCP,"3rd district, Silver Spring",EXCEEDING MAXIMUM SPEED: 64 MPH IN A POSTED 55 MPH ZONE,SB RTE 29 @ BLACKBURN RD,39.0977416667,-76.9369116667,No,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,BMW,328I,BLACK,Citation,10,Transportation Article,No,BLACK,F,COLUMBIA,MD,MD,Q - Marked Laser,"(39.0977416666667, -76.9369116666667)"
11/23/2016,12:54:00,MCP,"3rd district, Silver Spring",EXCEEDING MAXIMUM SPEED: 64 MPH IN A POSTED 55 MPH ZONE,SB RTE 29 @ BLACKBURN RD,39.0986683333,-76.9364516667,Yes,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,NISSAN,ALTIMA,BLACK,Citation,23,Transportation Article,No,BLACK,F,BALTIMORE,MD,MD,Q - Marked Laser,"(39.0986683333333, -76.9364516666667)"
11/23/2016,13:11:00,MCP,"3rd district, Silver Spring",EXCEEDING MAXIMUM SPEED: 83 MPH IN A POSTED 55 MPH ZONE,SB RTE 29 @ BLACKBURN RD,39.0983766667,-76.9365316667,No,No,Yes,No,No,No,No,No,No,No,WV,02 - Automobile,2009,PONTIAC,4DR,WHITE,Citation,76,Transportation Article,No,BLACK,F,MIDDLE RIVER,MD,MD,Q - Marked Laser,"(39.0983766666667, -76.9365316666667)"
11/23/2016,13:11:00,MCP,"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HWY. TO HAVE LIC.WITH HIM,SB RTE 29 @ BLACKBURN RD,39.0983766667,-76.9365316667,Yes,Yes,No,No,No,No,No,No,No,No,WV,02 - Automobile,2009,PONTIAC,4DR,WHITE,Citation,64,Transportation Article,No,BLACK,F,MIDDLE RIVER,MD,MD,Q - Marked Laser,"(39.0983766666667, -76.9365316666667)"
11/23/2016,10:22:00,MCP,"6th district, Gaithersburg / Montgomery Village",EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 30 MPH ZONE,E. VILLAGE AVE @ PLUM CREEK DR,39.1881633333,-77.1666,Yes,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,TOYOTA,4 RUNNER,"BLUE, DARK",Citation,21,Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,E - Marked Stationary Radar,"(39.1881633333333, -77.1666)"
11/23/2016,22:20:00,MCP,"3rd district, Silver Spring",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,E/B UNIVERSITY BLVD E @ PATTON DR,39.0029066667,-76.9961266667,Yes,No,Yes,No,No,No,No,No,No,No,TX,02 - Automobile,2002,INFINITY,QX4,WHITE,Citation,14,Transportation Article,No,BLACK,F,SILVER SPRING,MD,VA,A - Marked Patrol,"(39.0029066666667, -76.9961266666667)"
11/23/2016,22:20:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,E/B UNIVERSITY BLVD E @ PATTON DR,39.0029066667,-76.9961266667,Yes,No,No,No,No,No,No,No,No,No,TX,02 - Automobile,2002,INFINITY,QX4,WHITE,Citation,10,Transportation Article,No,BLACK,F,SILVER SPRING,MD,VA,A - Marked Patrol,"(39.0029066666667, -76.9961266666667)"
11/23/2016,22:20:00,MCP,"3rd district, Silver Spring",UNAUTHORIZED DISPLAY AND USE OF REGISTRATION PLATE,E/B UNIVERSITY BLVD E @ PATTON DR,39.0029066667,-76.9961266667,Yes,Yes,No,No,No,No,No,No,No,No,TX,02 - Automobile,2002,INFINITY,QX4,WHITE,Citation,12,Transportation Article,No,BLACK,F,SILVER SPRING,MD,VA,A - Marked Patrol,"(39.0029066666667, -76.9961266666667)"
11/23/2016,22:20:00,MCP,"3rd district, Silver Spring",FAILURE TO SECURELY FASTEN REGISTRATION PLATE TO VEHICLE,E/B UNIVERSITY BLVD E @ PATTON DR,39.0029066667,-76.9961266667,Yes,No,Yes,No,No,No,No,No,No,No,TX,02 - Automobile,2002,INFINITY,QX4,WHITE,Citation,12,Transportation Article,No,BLACK,F,SILVER SPRING,MD,VA,A - Marked Patrol,"(39.0029066666667, -76.9961266666667)"
11/23/2016,22:20:00,MCP,"3rd district, Silver Spring",OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,E/B UNIVERSITY BLVD E @ PATTON DR,39.0029066667,-76.9961266667,Yes,No,No,No,No,No,No,No,No,No,TX,02 - Automobile,2002,INFINITY,QX4,WHITE,Citation,21,Transportation Article,No,BLACK,F,SILVER SPRING,MD,VA,A - Marked Patrol,"(39.0029066666667, -76.9961266666667)"
11/23/2016,22:20:00,MCP,"3rd district, Silver Spring",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,E/B UNIVERSITY BLVD E @ PATTON DR,39.0029066667,-76.9961266667,No,No,No,No,No,No,No,No,No,No,TX,02 - Automobile,2002,INFINITY,QX4,WHITE,Citation,20,Transportation Article,No,BLACK,F,SILVER SPRING,MD,VA,A - Marked Patrol,"(39.0029066666667, -76.9961266666667)"
11/23/2016,16:08:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,MONTGOMERY AVE/EAST WEST HWY,38.98445,-77.0889933333,No,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,FORD,EXPLORER,BLACK,Citation,21,Transportation Article,No,WHITE,M,POTOMAC,MD,MD,A - Marked Patrol,"(38.98445, -77.0889933333333)"
11/23/2016,15:50:00,MCP,"2nd district, Bethesda",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,9705 KENTSDALE DRIVE,39.01476,-77.1765383333,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2002,TOYOTA,CAMRY,BLUE,Citation,23,Transportation Article,No,WHITE,F,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,"(39.01476, -77.1765383333333)"
