Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
11/27/2016,20:11:00,MCP,"4th district, Wheaton",FAILURE TO EQUIP VEH. WITH REQUIRED REAR STOP LAMP,N/B GEORGIA AVE @  HILLCREST AVE.,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,HYUNDAI,4S,BLACK,Warning,22-219(a),Transportation Article,No,WHITE,M,BROOKEVILLE,MD,MD,A - Marked Patrol,
11/27/2016,20:01:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,PINEY BRANCH AT UNIVERSITY BLVD E,38.9963583333,-76.9933216667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,HONDA,CRV,RED,Warning,21-202(h1),Transportation Article,No,HISPANIC,F,HYATTSVILLE,MD,MD,A - Marked Patrol,"(38.9963583333333, -76.9933216666667)"
11/27/2016,20:51:00,MCP,"4th district, Wheaton",KNOWINGLY DRIVING  UNINSURED VEHICLE,BLUERIDGE AVE/ GEORGIA AVE,39.0535183333,-77.050825,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,NISSAN,ROGUE,BLACK,Warning,17-107,Transportation Article,No,OTHER,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0535183333333, -77.050825)"
11/27/2016,00:55:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,RIDGDE ROAD/OBSERVTIION DR,39.2042483333,-77.24786,No,No,No,No,No,No,No,No,No,No,OH,05 - Light Duty Truck,2002,CHEVY,TRUCK,GREEN,Warning,21-201(a1),Transportation Article,No,WHITE,M,WARSAW,OH,OH,A - Marked Patrol,"(39.2042483333333, -77.24786)"
11/27/2016,02:28:00,MCP,"3rd district, Silver Spring",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,OMEGA DR/ WASHINGTONIAN BLVD,39.110875,-77.1916716667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,FORD,FUSION,GRAY,Warning,13-411(a),Transportation Article,No,HISPANIC,F,GAITHERBURG,MD,MD,A - Marked Patrol,"(39.110875, -77.1916716666667)"
11/27/2016,01:47:00,MCP,"2nd district, Bethesda","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",WISCONSIN AVE AT W VIRGINIA AVE,38.98997,-77.0952316667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,HOND,4S,"BLUE, DARK",Warning,22-201.1,Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.98997, -77.0952316666667)"
11/27/2016,08:57:00,MCP,"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 45 MPH,NORBECK RD / NORWOOD RD,39.1185866667,-77.0223183333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,CHRY,VN,GOLD,Warning,21-801.1,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1185866666667, -77.0223183333333)"
11/27/2016,08:57:00,MCP,"4th district, Wheaton",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 61MPH,NORBECK RD / NORWOOD RD,39.1185866667,-77.0223183333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,CHRY,VN,GOLD,Warning,21-801(a),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1185866666667, -77.0223183333333)"
11/27/2016,09:02:00,MCP,"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 45 MPH,NORBECK RD / NORWOOD RD,39.118575,-77.02245,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,BUIC,SW,WHITE,Warning,21-801.1,Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.118575, -77.02245)"
11/27/2016,09:02:00,MCP,"4th district, Wheaton",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 61MPH,NORBECK RD / NORWOOD RD,39.118575,-77.02245,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,BUIC,SW,WHITE,Warning,21-801(a),Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.118575, -77.02245)"
11/26/2016,23:20:00,MCP,"5th district, Germantown",DRIVER FAILURE TO STOP AT STOP SIGN LINE,SHAKESPEARE BLVD @ NEELSVILLE CHURCH RD,39.1908116667,-77.2338616667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,TOYOTA,COROLLA,BLACK,Warning,21-707(a),Transportation Article,No,HISPANIC,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1908116666667, -77.2338616666667)"
11/26/2016,23:20:00,MCP,"5th district, Germantown",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,SHAKESPEARE BLVD @ NEELSVILLE CHURCH RD,39.1908116667,-77.2338616667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,TOYOTA,COROLLA,BLACK,Warning,21-202(h1),Transportation Article,No,HISPANIC,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1908116666667, -77.2338616666667)"
11/27/2016,00:18:00,MCP,"5th district, Germantown","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",SHAKESPEARE BLVD @ NEELSVILLE CHURCH RD,39.1984583333,-77.2440483333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,VOLK,TK,GREEN,Warning,21-901.1(b),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1984583333333, -77.2440483333333)"
11/27/2016,00:18:00,MCP,"5th district, Germantown",DRIVER FAILURE TO STOP AT STOP SIGN LINE,SHAKESPEARE BLVD @ NEELSVILLE CHURCH RD,39.1984583333,-77.2440483333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,VOLK,TK,GREEN,Warning,21-707(a),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1984583333333, -77.2440483333333)"
11/27/2016,00:38:00,MCP,"5th district, Germantown",FAILURE OF DRIVER TO DRIVE TO CURB UPON SIGNAL BY POLICE VEH.,RIDGE RD @ OBSERVATION DR,39.204425,-77.2467083333,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,1999,TOYOTA,CAMRY,SILVER,Warning,21-405(b),Transportation Article,No,ASIAN,M,MCLEAN,VA,VA,A - Marked Patrol,"(39.204425, -77.2467083333333)"
11/27/2016,00:38:00,MCP,"5th district, Germantown",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,RIDGE RD @ OBSERVATION DR,39.204425,-77.2467083333,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,1999,TOYOTA,CAMRY,SILVER,Warning,21-204(b),Transportation Article,No,ASIAN,M,MCLEAN,VA,VA,A - Marked Patrol,"(39.204425, -77.2467083333333)"
11/27/2016,19:22:00,MCP,"5th district, Germantown",DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION,WATERS LANDING DR @ CRYSTAL ROCK DR,39.1961016667,-77.272825,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,TOYOTA,HIGHLANDER,"BLUE, LIGHT",Warning,22-204(f),Transportation Article,No,HISPANIC,F,BOWIE,MD,MD,A - Marked Patrol,"(39.1961016666667, -77.272825)"
11/27/2016,19:22:00,MCP,"5th district, Germantown",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,WATERS LANDING DR @ CRYSTAL ROCK DR,39.1961016667,-77.272825,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,TOYOTA,HIGHLANDER,"BLUE, LIGHT",Warning,13-409(b),Transportation Article,No,HISPANIC,F,BOWIE,MD,MD,A - Marked Patrol,"(39.1961016666667, -77.272825)"
11/27/2016,02:47:00,MCP,"2nd district, Bethesda",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,355 @ ELM ST,38.9783866667,-77.0915333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,NISS,4S,SILVER,Warning,21-204(d),Transportation Article,No,BLACK,M,LANHAM,MD,MD,A - Marked Patrol,"(38.9783866666667, -77.0915333333333)"
11/27/2016,02:47:00,MCP,"2nd district, Bethesda",DRIVER ENTERING CROSSWALK AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,355 @ ELM ST,38.9783866667,-77.0915333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,NISS,4S,SILVER,Warning,21-204(c),Transportation Article,No,BLACK,M,LANHAM,MD,MD,A - Marked Patrol,"(38.9783866666667, -77.0915333333333)"
11/27/2016,02:47:00,MCP,"2nd district, Bethesda",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,355 @ ELM ST,38.9783866667,-77.0915333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,NISS,4S,SILVER,Warning,21-204(b),Transportation Article,No,BLACK,M,LANHAM,MD,MD,A - Marked Patrol,"(38.9783866666667, -77.0915333333333)"
11/27/2016,10:13:00,MCP,"1st district, Rockville",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,FALLS RD/TUCKERMAN LA,39.1626866667,-77.2806316667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,FORD,EXPLORER,BLACK,Warning,21-1124.2(d2),Transportation Article,No,ASIAN,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.1626866666667, -77.2806316666667)"
11/27/2016,01:00:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS,GEORGIA AT HEWIITT,39.0674716667,-77.0622816667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,FORD,EXPLORER,WHITE,Warning,21-309(d),Transportation Article,No,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0674716666667, -77.0622816666667)"
11/27/2016,01:11:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,GEORGIA AT WELLER RD,39.0664033333,-77.0590916667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,FORD,TK,"GREEN, DK",Warning,13-401(h),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0664033333333, -77.0590916666667)"
11/27/2016,07:46:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS,GEORGIA AT JANET,39.0615083333,-77.0469033333,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2015,CHRYSLER,4DOOR,SILVER,Warning,21-309(d),Transportation Article,No,ASIAN,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.0615083333333, -77.0469033333333)"
11/27/2016,07:46:00,MCP,"4th district, Wheaton",DRIVER CHANGING LANES WHEN UNSAFE,GEORGIA AT JANET,39.0615083333,-77.0469033333,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2015,CHRYSLER,4DOOR,SILVER,Warning,21-309(b),Transportation Article,No,ASIAN,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.0615083333333, -77.0469033333333)"
11/27/2016,11:28:00,MCP,"2nd district, Bethesda",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,6131 EXECUTIVE BLVD,39.048915,-77.12562,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2016,HYUNDAI,SANTA FE,GRAY,Warning,21-801(b),Transportation Article,No,WHITE,F,BETHESDA,MD,MD,A - Marked Patrol,"(39.048915, -77.12562)"
11/27/2016,16:21:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,WOODFIELD RD @ EMORY GROVE RD,39.1516433333,-77.17355,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2007,TOYOTA,RAV4,RED,Warning,21-202(h1),Transportation Article,No,BLACK,M,PHILADELPHIA,PA,PA,A - Marked Patrol,"(39.1516433333333, -77.17355)"
11/26/2016,23:31:00,MCP,"4th district, Wheaton",FAILURE TO STOP AT STOP SIGN,SPARTAN RD / PRINCE PHILIP DR,39.1573083333,-77.0553316667,No,No,No,No,No,No,No,No,No,No,MD,03 - Station Wagon,2009,FORD,FOCUS,BLACK,Warning,21-707(a),Transportation Article,No,WHITE,M,BROOKEVILLE,MD,MD,A - Marked Patrol,"(39.1573083333333, -77.0553316666667)"
11/27/2016,13:09:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,WATKINS MILL / RUSSELL AVE,39.1600033333,-77.2172066667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,NISSAN,SENTRA,GOLD,Warning,16-112(c),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1600033333333, -77.2172066666667)"
11/27/2016,13:09:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER WHEN TURNING LEFT FAIL TO YIELD RIGHT OF WAY TO VEHICLE APPROACHING FROM OPPOSITE DIRECTION,WATKINS MILL / RUSSELL AVE,39.1600033333,-77.2172066667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,NISSAN,SENTRA,GOLD,Warning,21-402(a),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1600033333333, -77.2172066666667)"
11/27/2016,13:51:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER FAIL TO MAKE REQUIRED STOP AT SIGN,BUREAU DR / FIRSTFIELD RD,39.1424433333,-77.2174633333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,TOYOTA,COROLLA,BLUE,Warning,21-202(m),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1424433333333, -77.2174633333333)"
11/27/2016,19:34:00,MCP,"6th district, Gaithersburg / Montgomery Village","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",355 / MVA,39.15408,-77.213095,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,TOTOTA,RAV 4,GRAY,Warning,22-201.1,Transportation Article,No,BLACK,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.15408, -77.213095)"
11/27/2016,06:03:00,MCP,"3rd district, Silver Spring",DRIVING VEH. ON HWY. W/O REQUIRED MINIMUM EQUIPMENT,N/B GEORGIA AVE / HIGHLAND DR,39.0043583333,-77.036805,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2007,HYUNDAI,SONATA,GOLD,Warning,23-104,Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,"(39.0043583333333, -77.036805)"
11/27/2016,06:21:00,MCP,"3rd district, Silver Spring",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,S/B GEORGIA AVE / EASTERN AVE,38.984875,-77.02683,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,VOLK,JETTA,GRAY,Warning,13-411(f),Transportation Article,No,WHITE,M,CHESAPEAKE BEACH,MD,MD,A - Marked Patrol,"(38.984875, -77.02683)"
11/27/2016,06:45:00,MCP,"3rd district, Silver Spring",VIOLATING LIC. RESTRICTION,SLIGO CREEK PKWY / DALLAS AVE,39.012195,-77.0292433333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,HONDA,CIVIC,BLACK,Warning,16-113(h),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.012195, -77.0292433333333)"
11/27/2016,07:18:00,MCP,"3rd district, Silver Spring",FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,CEDAR ST / WAYNE AVE,38.996805,-77.0224566667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,NISSAN,MAXIMA,GRAY,Warning,16-116(a),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.996805, -77.0224566666667)"
11/27/2016,07:18:00,MCP,"3rd district, Silver Spring",DRIVER FAIL TO MAKE REQUIRED STOP AT  PAVEMENT MARK,CEDAR ST / WAYNE AVE,38.996805,-77.0224566667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,NISSAN,MAXIMA,GRAY,Warning,21-202(m),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.996805, -77.0224566666667)"
11/27/2016,07:32:00,MCP,"3rd district, Silver Spring",DRIVER FAIL TO STOP AT STEADY RED ARROW SIGNAL,N/B GEORGIA AVE / N/B COLESVILLE RD,38.9980816667,-77.02677,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,BMW,435I,BLUE,Warning,21-202(h2),Transportation Article,No,WHITE,M,BURTONSVILLE,MD,MD,A - Marked Patrol,"(38.9980816666667, -77.02677)"
11/27/2016,15:17:00,MCP,"3rd district, Silver Spring",DRIVER CHANGING LANES WHEN UNSAFE,FOREST GLEN RD / GEORGIA AVE,39.015645,-77.0441916667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,TOYOTA,PRIUS V,GRAY,Warning,21-309(b),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.015645, -77.0441916666667)"
11/27/2016,15:17:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS,FOREST GLEN RD / GEORGIA AVE,39.015645,-77.0441916667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,TOYOTA,PRIUS V,GRAY,Warning,21-309(d),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.015645, -77.0441916666667)"
11/27/2016,16:03:00,MCP,"3rd district, Silver Spring",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,MATENY RD / DAIRYMAID DR,39.153385,-77.2698583333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,NISSAN,VERSA,BLUE,Warning,13-409(b),Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.153385, -77.2698583333333)"
11/27/2016,16:03:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,MATENY RD / DAIRYMAID DR,39.153385,-77.2698583333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,NISSAN,VERSA,BLUE,Warning,13-401(h),Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.153385, -77.2698583333333)"
11/27/2016,16:03:00,MCP,"3rd district, Silver Spring",FAILURE TO STOP AT STOP SIGN,MATENY RD / DAIRYMAID DR,39.153385,-77.2698583333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,NISSAN,VERSA,BLUE,Warning,21-707(a),Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.153385, -77.2698583333333)"
11/26/2016,23:01:00,MCP,"3rd district, Silver Spring",FAILURE TO EQUIP HWY. VEH. WITH REQUIRED LAMPS AND REFLECTORS,FOREST GLEN ROAD / FOREST GROVE DR,39.0157816667,-77.0402233333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,HYUN,SONATA,GRAY,Warning,22-216,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0157816666667, -77.0402233333333)"
11/27/2016,21:33:00,MCP,"3rd district, Silver Spring","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",FENTON ST AND BURLINGTON AVE,38.98713,-77.0221983333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,TOYT,CAMRY,GREEN,Warning,22-201.1,Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,"(38.98713, -77.0221983333333)"
11/27/2016,21:33:00,MCP,"3rd district, Silver Spring",FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,FENTON ST AND BURLINGTON AVE,38.98713,-77.0221983333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,TOYT,CAMRY,GREEN,Warning,16-116(a),Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,"(38.98713, -77.0221983333333)"
11/27/2016,21:33:00,MCP,"3rd district, Silver Spring",FAILURE TO DISPLAY TAB ON PLATES OF VEH. AS REQUIRED BY ADM.,FENTON ST AND BURLINGTON AVE,38.98713,-77.0221983333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,TOYT,CAMRY,GREEN,Warning,13-410(e2),Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,"(38.98713, -77.0221983333333)"
11/26/2016,23:31:00,MCP,"3rd district, Silver Spring",MOTOR VEH. W/O REQUIRED STOP LAMPS EQUIPMENT,8656 PINEY BRANCH RD,38.9989466667,-76.9993366667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,CHEVROLET,S10,BLUE,Warning,22-206(a),Transportation Article,No,HISPANIC,M,TAKOMA PARK,MD,MD,A - Marked Patrol,"(38.9989466666667, -76.9993366666667)"
11/27/2016,01:47:00,MCP,"3rd district, Silver Spring","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",E/B UNIVERSITY BLVD E @ COLESVILLE RD,39.0468683333,-76.994495,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,HONDA,ACCORD,WHITE,Warning,22-201.1,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0468683333333, -76.994495)"
11/27/2016,01:47:00,MCP,"3rd district, Silver Spring",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,E/B UNIVERSITY BLVD E @ COLESVILLE RD,39.0468683333,-76.994495,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,HONDA,ACCORD,WHITE,Warning,22-226(a),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0468683333333, -76.994495)"
11/27/2016,02:15:00,MCP,"3rd district, Silver Spring",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,WISCONSIN AVE @ ELM ST,39.0468683333,-76.994495,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,HYUNDAI,SONATA,SILVER,Warning,21-204(b),Transportation Article,No,BLACK,M,GREENBELT,MD,MD,A - Marked Patrol,"(39.0468683333333, -76.994495)"
11/27/2016,02:15:00,MCP,"3rd district, Silver Spring",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,WISCONSIN AVE @ ELM ST,39.0468683333,-76.994495,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,HYUNDAI,SONATA,SILVER,Warning,21-204(d),Transportation Article,No,BLACK,M,GREENBELT,MD,MD,A - Marked Patrol,"(39.0468683333333, -76.994495)"
11/27/2016,03:59:00,MCP,"3rd district, Silver Spring","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",N/B I270 @ OLD GEORGETOWN RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,TOYOTA,CAMRY,RED,Warning,22-201.1,Transportation Article,No,BLACK,M,RIVERDALE,MD,MD,A - Marked Patrol,
11/27/2016,03:59:00,MCP,"3rd district, Silver Spring",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,N/B I270 @ OLD GEORGETOWN RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,TOYOTA,CAMRY,RED,Warning,22-226(a),Transportation Article,No,BLACK,M,RIVERDALE,MD,MD,A - Marked Patrol,
11/27/2016,03:59:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,N/B I270 @ OLD GEORGETOWN RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,TOYOTA,CAMRY,RED,Warning,21-201(a1),Transportation Article,No,BLACK,M,RIVERDALE,MD,MD,A - Marked Patrol,
11/27/2016,03:59:00,MCP,"3rd district, Silver Spring",EXCEEDING THE POSTED SPEED LIMIT OF 65 MPH,N/B I270 @ OLD GEORGETOWN RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,TOYOTA,CAMRY,RED,Warning,21-801.1,Transportation Article,No,BLACK,M,RIVERDALE,MD,MD,A - Marked Patrol,
11/27/2016,19:00:00,MCP,"5th district, Germantown",DRIVER WHEN TURNING LEFT FAIL TO YIELD RIGHT OF WAY TO VEHICLE APPROACHING FROM OPPOSITE DIRECTION,GERMANTOWN ROAD/FREDERICK ROAD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998,FORD,TK,GREEN,Warning,21-402(a),Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,
11/26/2016,23:05:00,MCP,"3rd district, Silver Spring",DRIVER WHEN TURNING LEFT FAIL TO YIELD RIGHT OF WAY TO VEHICLE APPROACHING FROM OPPOSITE DIRECTION,UNIVERSITY BLVD EAST  / E FRANKLIN,39.0144183333,-77.00437,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,MITSUBISHI,OUTLANDER,SILVER,Warning,21-402(a),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0144183333333, -77.00437)"
11/26/2016,23:05:00,MCP,"3rd district, Silver Spring",DRIVER CHANGING LANES WHEN UNSAFE,UNIVERSITY BLVD EAST  / E FRANKLIN,39.0144183333,-77.00437,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,MITSUBISHI,OUTLANDER,SILVER,Warning,21-309(b),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0144183333333, -77.00437)"
11/26/2016,23:05:00,MCP,"3rd district, Silver Spring","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",UNIVERSITY BLVD EAST  / E FRANKLIN,39.0144183333,-77.00437,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,MITSUBISHI,OUTLANDER,SILVER,Warning,21-901.1(b),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0144183333333, -77.00437)"
